# 4-4
207.0 203.0 205.0 209.0 211.0 209.0 201.0 207.0 208.0 202.0 210.0 
# 5-5
30.0 22.0 71.0 56.0 49.0 25.0 34.0 58.0 28.0 25.0 22.0 
# 6-6
5.0 5.0 3.0 5.0 4.0 4.0 4.0 3.0 5.0 3.0 5.0 
